4.13,4.04794,4.06732,4.01929,3.98174,3.95993,3.91546,3.87515,3.85632,3.81887,3.99735,3.97708,3.99701,4.03836,3.99007,4.01937,4.09683,4.01801,3.98265,4.00044,4.06255,4.14649,4.00688,4.07201,4.15248,4.20254,4.15206,4.19806,4.31261,4.19932,4.17321,4.18409,4.16046,4.11182,4.06805,3.95207,3.84349,3.82547,3.83369,3.86022,3.91614,3.93684,4.05941,4.00501,3.9969,4.03647,4.01136,3.98719,4.00301,4.009,3.97862,3.92145,3.90347,3.99767,4.03206,4.04023,4.00786,3.95695,3.92445,3.91086,3.92619,3.99006,3.99778,3.88709,3.8994,3.86599,3.83099,3.85488,3.81361,3.83104,3.80503,3.70937,3.66741,3.69459,3.64513,3.72018,3.65113,3.67193,3.68869,3.6939,3.73022,3.66162,3.61383,3.61144,3.60371,3.55839,3.56391,3.63759,3.63591,3.66618,
4.13,4.17495,4.20446,4.20347,4.16731,4.12316,4.05203,4.00449,3.85933,3.81047,3.7713,3.9385,3.95266,4.00051,4.02071,3.98401,3.96766,3.87202,3.77616,3.72359,3.66491,3.58618,3.59154,3.60478,3.43563,3.51639,3.48445,3.53531,3.57227,3.544,3.60288,3.69815,3.75875,3.74684,3.75645,3.79128,3.7886,3.89438,3.85025,3.85459,3.73567,3.70935,3.62915,3.65604,3.65951,3.5376,3.65539,3.60379,3.47609,3.42756,3.40641,3.48805,3.53152,3.56213,3.57109,3.58417,3.68305,3.65065,3.68272,3.65483,3.60438,3.54004,3.56087,3.57568,3.61817,3.62277,3.61256,3.64506,3.63066,3.616,3.66956,3.74499,3.67634,3.62614,3.58143,3.59851,3.52243,3.51318,3.58565,3.63491,3.67093,3.55505,3.53537,3.59317,3.70693,3.77024,3.86878,3.83967,3.83839,3.92332,
4.13,4.09883,4.03995,4.05049,4.09782,4.03426,4.0119,4.08028,4.11498,4.14404,4.2376,4.31714,4.29956,4.1229,4.10788,4.12786,4.13473,4.26036,4.21664,4.18801,4.1867,4.03496,3.99825,4.03204,3.97782,3.92628,3.89764,3.96871,4.00765,4.00539,3.93966,3.98472,3.93022,3.90859,3.90764,4.01341,3.96425,3.92822,3.8833,3.88976,3.78254,3.74928,3.69511,3.72142,3.75153,3.66336,3.6931,3.79845,3.65783,3.57857,3.56731,3.49863,3.42968,3.49588,3.39313,3.45445,3.50778,3.42525,3.44069,3.45718,3.52325,3.58412,3.67618,3.73317,3.83646,3.80146,3.74061,3.64063,3.65201,3.63179,3.61994,3.669,3.74893,3.75596,3.80528,3.87113,3.84928,3.77515,3.73904,3.74451,3.72237,3.84291,3.87093,3.88034,3.86678,3.83745,3.81926,3.89668,3.78407,3.80096,
4.13,4.06294,3.98673,4.06426,4.1059,4.02894,3.95164,4.0234,4.12613,4.16658,4.18505,4.18208,4.21309,4.26152,4.16709,4.10918,4.01073,4.01579,4.01576,3.94538,3.90119,4.01834,4.08221,4.15398,4.15209,4.06301,4.10744,4.13416,4.19475,4.08245,4.10805,4.14348,4.23819,4.19898,4.22653,4.22138,4.17903,4.17439,4.15516,4.19071,4.17884,4.14309,4.08885,4.00718,3.91113,3.96565,3.95558,3.94471,3.84838,3.86087,3.81416,3.84137,3.95353,3.98926,4.07457,4.03907,4.07301,4.05434,3.95924,3.97164,3.97264,3.97561,3.92955,3.88654,3.89065,3.84764,3.64366,3.69919,3.71805,3.75139,3.81645,3.8021,3.84539,3.78417,3.72993,3.72687,3.69227,3.74537,3.75043,3.69898,3.6957,3.71739,3.76134,3.66176,3.61137,3.63369,3.53226,3.61091,3.54061,3.54083,
4.13,4.13744,4.13863,4.04752,4.00172,3.84894,3.92745,3.95065,3.91408,3.90078,3.87621,3.90957,3.83325,3.81347,3.88606,3.8253,3.84378,3.86914,3.95035,4.00777,3.98112,3.94262,3.90326,3.8958,3.84834,3.86115,3.8815,3.87557,3.83342,3.80621,3.75562,3.78825,3.72501,3.73782,3.8073,3.79225,3.83344,3.83157,3.85696,3.88003,3.8124,3.77544,3.76362,3.75704,3.74748,3.72842,3.78963,3.7897,3.74319,3.81452,3.91619,3.95484,3.98029,3.9996,4.03017,4.09324,4.04194,4.1538,4.17862,4.30891,4.2375,4.25463,4.21469,4.1193,4.18316,4.18066,4.26101,4.17469,4.1137,4.11806,4.10893,4.18445,4.19413,4.1595,4.08404,4.19814,4.235,4.3587,4.42007,4.47905,4.4017,4.34373,4.34009,4.34161,4.25491,4.18813,4.19268,4.09721,4.10372,4.13692,
4.13,4.25205,4.21652,4.14553,4.18306,4.1228,3.95319,3.94229,3.89292,3.95817,3.947,4.01635,3.88975,3.79993,3.87112,3.76967,3.64466,3.65693,3.69296,3.65944,3.69127,3.72674,3.71734,3.7444,3.70912,3.67631,3.75793,3.73278,3.77509,3.81168,3.72603,3.72203,3.69007,3.72238,3.80957,3.73918,3.72598,3.71282,3.76507,3.88632,3.86121,3.92467,3.87737,3.9713,4.0416,4.1083,4.09321,4.16977,4.22462,4.2589,4.19682,4.18411,4.08659,4.00191,4.01832,3.9997,3.98924,3.94849,3.91298,3.87785,3.80154,3.71731,3.71138,3.64239,3.63689,3.51414,3.60162,3.59775,3.59509,3.6527,3.66277,3.64699,3.61919,3.6185,3.59941,3.50624,3.50102,3.41039,3.31115,3.31136,3.29845,3.35725,3.35196,3.31821,3.2618,3.20687,3.2321,3.20679,3.17184,3.25653,
4.13,4.04541,4.09989,4.0913,3.91413,4.05206,4.00697,4.03083,4.07431,4.16774,4.14449,4.17762,4.16188,4.09097,4.08256,4.04339,4.07546,4.02788,4.07292,4.03155,4.09277,4.08834,4.03597,4.12053,4.17834,4.17918,4.11105,4.06036,3.95294,4.05461,4.14091,4.16948,4.25465,4.29329,4.17827,4.13977,4.09189,3.99622,3.98023,3.9911,3.99507,4.0221,4.05738,3.94339,3.99862,3.96839,3.96261,3.86658,3.86274,3.7949,3.85021,3.9468,3.92029,3.88839,3.87061,3.71159,3.7785,3.73151,3.81532,3.75092,3.70039,3.71797,3.6923,3.60934,3.60436,3.59909,3.68318,3.72727,3.79756,3.78364,3.76341,3.86382,3.78768,3.79332,3.72975,3.72237,3.79719,3.74574,3.80486,3.83376,3.82479,3.7735,3.74481,3.72087,3.74499,3.66824,3.65767,3.64462,3.58697,3.59466,
4.13,4.2087,4.13664,4.09871,4.02517,3.97975,3.98044,3.96885,3.97236,3.90988,3.8827,3.94065,3.98069,4.00052,4.01958,3.89617,3.9025,3.89906,3.97835,4.03208,4.11175,4.06208,4.05164,3.98909,3.91984,3.98156,3.94803,3.86868,3.8105,3.63014,3.62738,3.57097,3.61638,3.66322,3.65638,3.74119,3.78696,3.82888,3.84088,3.83409,3.77278,3.73099,3.80849,3.768,3.80909,3.77217,3.75503,3.80188,3.97225,4.02012,4.03183,3.94976,3.94088,3.89463,3.83555,3.93192,3.92426,3.88554,3.76266,3.6908,3.7202,3.68574,3.72061,3.83654,3.84703,3.9009,3.98091,4.09519,4.12658,4.18444,4.1843,4.11486,4.10278,4.131,4.07854,4.03892,3.96415,3.91746,3.88919,3.89931,3.78593,3.61529,3.63171,3.67874,3.65939,3.54135,3.4683,3.38467,3.43675,3.37772,
4.13,4.11696,4.09398,4.1079,4.11792,4.06487,4.14703,4.08118,4.17171,4.15148,4.23624,4.2424,4.29208,4.26857,4.17155,4.19983,4.16829,4.23629,4.25375,4.28476,4.27439,4.21225,4.15589,4.12758,4.0048,4.0058,3.97331,4.01267,3.87911,3.83916,3.79701,3.87539,3.89889,3.95561,4.01078,3.98022,4.00334,4.01289,4.03055,4.0876,4.05789,4.2599,4.20375,4.27314,4.26187,4.25,4.35543,4.34578,4.30125,4.29716,4.36493,4.39084,4.46224,4.47436,4.52763,4.57389,4.57394,4.5838,4.59398,4.59883,4.66303,4.66219,4.65946,4.6643,4.61959,4.61881,4.62187,4.61916,4.59324,4.53342,4.4277,4.4939,4.46005,4.55723,4.62657,4.60934,4.49558,4.55311,4.60752,4.55925,4.54619,4.6086,4.55388,4.47443,4.47386,4.51446,4.51726,4.50399,4.40663,4.38674,
4.13,4.07225,4.1443,4.17468,4.03605,3.99016,3.94529,4.02941,4.04484,4.02898,4.00341,4.03416,3.88009,3.86011,3.88329,3.91975,3.93647,4.01279,3.94423,3.92272,4.06881,3.94657,3.87391,3.89296,3.84865,3.93914,3.9256,4.00159,4.05167,4.00961,4.04565,3.98806,4.00132,3.9498,3.9869,3.89796,3.92289,3.82885,3.89777,3.73042,3.7648,3.60775,3.67915,3.5661,3.51051,3.48105,3.5577,3.51445,3.65455,3.74684,3.67378,3.72519,3.85052,3.8308,4.02817,4.14465,4.08648,4.07626,3.97679,4.03813,4.00783,4.07758,4.08556,4.24749,4.16461,4.12937,4.12537,4.14774,4.21384,4.24976,4.26221,4.21448,4.17562,4.20512,4.17501,4.15613,4.0728,4.01944,4.0817,4.17963,4.25941,4.2002,4.22724,4.25892,4.31802,4.34328,4.31206,4.43766,4.51837,4.43972,
4.13,4.0907,4.05891,4.0839,4.06805,4.00506,3.95084,3.97644,3.92002,4.04001,3.95491,3.97179,3.94026,4.00228,4.00253,4.08736,4.20003,4.12004,4.1517,4.12056,4.21919,4.22273,4.24012,4.39269,4.38954,4.43176,4.54734,4.57327,4.60133,4.60081,4.57801,4.60102,4.49688,4.43636,4.39581,4.33716,4.34717,4.33153,4.28121,4.32925,4.29868,4.4074,4.28149,4.1972,4.16809,4.2329,4.23566,4.30182,4.30726,4.29253,4.37057,4.45087,4.36123,4.44007,4.33463,4.20333,4.39335,4.21242,4.25498,4.32586,4.2611,4.24856,4.19666,4.11537,4.1505,4.12396,4.11303,4.15813,4.16784,4.13699,4.15328,4.22057,4.19592,4.31126,4.31948,4.32581,4.34976,4.28062,4.2817,4.30923,4.29673,4.23971,4.20529,4.22263,4.23928,4.10427,4.13843,4.19026,4.33008,4.35502,
